rownames,work_duration_id,created,modified,comments,duration,created_by_id,last_modification_by_id,period_id,project_id,user_id,collaborator_id
124,124,2013-11-08 ,2013-11-08 ,RTTM 2jan2013,1,,,1,208,23,23
125,125,2013-11-08 ,2013-11-08 ,Field visit,8.5,,,1,6,32,32
126,126,2013-11-08 ,2013-11-08 ,Preparation  debriefing  report writing,5,,,1,6,32,32
127,127,2013-11-08 ,2013-11-08 ,Revision case studies,0.75,,,1,192,32,32
128,128,2013-11-08 ,2013-11-08 ,Recup weekend 20/21 in Congo - taken 28/01,1,,,1,208,32,32
129,129,2013-11-08 ,2013-11-08 ,Email  filing  archiving  absence of Klaudia  presentations  emails  joint board meeting,4.5,,,1,211,32,32
130,130,2013-11-08 ,2013-11-08 ,Article chir - sent to medical editor,1,,,1,44,32,32
131,131,2013-11-08 ,2013-11-08 ,Help with activities during training,0.25,,,1,209,32,32
132,132,2013-11-08 ,2013-11-08 ,Updating database  maps,1,,,1,12,32,32
133,133,2013-11-08 ,2013-11-08 ,ToR  discussion with emergency desk,0.25,,,1,11,32,32
134,134,2013-11-08 ,2013-11-08 ,Working on new case studies,0.75,,,1,199,32,32
135,135,2013-11-08 ,2013-11-08 ,RTTM 2jan2013 + 2 CP (03/01 et 04/01),3,,,1,208,47,44
136,136,2013-11-08 ,2013-11-08 ,Working on new case studies,1,,,1,199,47,44
137,137,2013-11-08 ,2013-11-08 ,réunion dp + activités dp+réunion des opé présentation carnot+ prépa de la réunion des opé,5,,,1,211,47,44
138,138,2013-11-08 ,2013-11-08 ,briefing desk,0.5,,,1,8,47,44
139,139,2013-11-08 ,2013-11-08 ,préparation-coordination,6,,,1,192,47,44
140,140,2013-11-08 ,2013-11-08 ,préparation,6,,,1,87,47,44
141,141,2013-11-08 ,2013-11-08 ,relecture rapport,0.5,,,1,211,47,44
142,142,2013-11-08 ,2013-11-08 , ,8,,,2,211,31,31
143,143,2013-11-08 ,2013-11-08 , ,2,,,1,135,12,12
144,144,2013-11-08 ,2013-11-08 , ,9,,,1,133,12,12
145,145,2013-11-08 ,2013-11-08 , ,9,,,1,134,12,12
146,146,2013-11-08 ,2013-11-08 , ,2,,,1,131,12,12
147,147,2013-11-08 ,2013-11-08 ,From 2nd to 12th january,8,,,1,208,53,50
148,148,2013-11-08 ,2013-11-08 ,management of the base,4,,,1,55,53,50
149,149,2013-11-08 ,2013-11-08 ,STUDY SUPERVISION,2,,,1,76,53,50
150,150,2013-11-08 ,2013-11-08 ,STUDY SUPERVISION,2,,,1,79,53,50
151,151,2013-11-08 ,2013-11-08 ,STUDY SUPERVISION,2,,,1,105,53,50
152,152,2013-11-08 ,2013-11-08 ,STUDY SUPERVISION AND FIELD VISIT HC,1,,,1,116,53,50
153,153,2013-11-08 ,2013-11-08 ,MDR TB TREATMENT IMPLEMENTATION,1,,,1,114,53,50
154,154,2013-11-08 ,2013-11-08 ,STUDY SUPERVISION,1,,,1,115,53,50
155,155,2013-11-08 ,2013-11-08 ,MEETING KCRC PREP STUDY IMPLEMENTATION,1,,,1,87,53,50
156,156,2013-11-08 ,2013-11-08 , ,2,,,1,64,38,37
157,157,2013-11-08 ,2013-11-08 , ,5,,,1,71,38,37
158,158,2013-11-08 ,2013-11-08 , ,3.5,,,1,157,38,37
159,159,2013-11-08 ,2013-11-08 , ,2,,,1,44,38,37
160,160,2013-11-08 ,2013-11-08 , ,1,,,1,212,38,37
161,161,2013-11-08 ,2013-11-08 , ,2,,,1,91,38,37
162,162,2013-11-08 ,2013-11-08 , ,0.5,,,1,94,38,37
163,163,2013-11-08 ,2013-11-08 ,02/01/2013 - Férié Suisse,1,,,1,208,38,37
164,164,2013-11-08 ,2013-11-08 ,Réunions rentrée GVA  Paris   Biblio et mails   ,5,,,1,211,38,37
165,165,2013-11-08 ,2013-11-08 ,Suivi aspects TB non liés à un projet base Mbarara,0.5,,,1,114,37,36
166,166,2013-11-08 ,2013-11-08 ,Suivi inclusions et déroulement étude,0.75,,,1,115,37,36
167,167,2013-11-08 ,2013-11-08 ,Suivi agenda de recherche TB  passation projets TB pendant congé maternité d'Helena Huerga,3.75,,,1,211,37,36
168,168,2013-11-08 ,2013-11-08 ,Réunion du WG TB le 17 et 18-01,1.75,,,1,46,37,36
169,169,2013-11-08 ,2013-11-08 ,suivi étude pendant recrutement et TC du comité scientifique le 24 01,0.5,,,1,116,37,36
170,170,2013-11-08 ,2013-11-08 ,Article survie et mortalité données CARINEMO,0.75,,,1,3,37,36
171,171,2013-11-08 ,2013-11-08 ,Préparation de la réunion du SAC du 0 Feb,1.25,,,1,91,37,36
172,172,2013-11-08 ,2013-11-08 ,Suivi du recrutement,2.25,,,1,97,37,36
173,173,2013-11-08 ,2013-11-08 ,Préparation de la réunion du SAB TB et réunion le 31-01,3.75,,,1,93,37,36
174,174,2013-11-08 ,2013-11-08 ,Protocol development,0.5,,,1,118,37,36
175,175,2013-11-08 ,2013-11-08 ,Clinical pharmacology meeting of ANRS on TB-HIV drug interaction on 21-01,1.75,,,1,47,37,36
176,176,2013-11-08 ,2013-11-08 ,Participation tow weekly TC with the protocol writing committee and review of documents,3.5,,,1,107,37,36
177,177,2013-11-08 ,2013-11-08 , ,2.5,,,1,41,14,14
178,178,2013-11-08 ,2013-11-08 , ,0.5,,,1,89,14,14
179,179,2013-11-08 ,2013-11-08 ,Handover yolanda muller@epicentre msf org,1.5,,,1,211,14,14
180,180,2013-11-08 ,2013-11-08 ,Briefing Visit Paris Epicentre,1.5,,,1,211,14,14
181,181,2013-11-08 ,2013-11-08 ,Briefing OCG ,1.5,,,1,211,14,14
182,182,2013-11-08 ,2013-11-08 ,Getting familiar with all projects,2.5,,,1,211,14,14
183,183,2013-11-08 ,2013-11-08 ,7(1/2)  15 & 31,2.5,,,1,208,8,8
184,184,2013-11-08 ,2013-11-08 , ,1,,,1,9,8,8
185,185,2013-11-08 ,2013-11-08 , ,8.5,,,1,211,8,8
186,186,2013-11-08 ,2013-11-08 , ,4,,,1,191,8,8
187,187,2013-11-08 ,2013-11-08 , ,4,,,1,199,8,8
188,188,2013-11-08 ,2013-11-08 , ,2,,,1,2,8,8
189,189,2013-11-08 ,2013-11-08 ,RTTM 09/01/13  RTTF 17/01/2013  Sick-Leave 04/01/13,2,,,1,208,3,3
190,190,2013-11-08 ,2013-11-08 ,TOT (7  8  10 Jan),3,,,1,209,3,3
191,191,2013-11-08 ,2013-11-08 ,Mails  meetings  debriefings  papers  response to editors  administrative,4,,,1,211,3,3
192,192,2013-11-08 ,2013-11-08 ,Remote support of ongoing analysis,2,,,1,212,3,3
193,193,2013-11-08 ,2013-11-08 ,TOR  protocol  teleconferences  mails,1,,,1,169,3,3
194,194,2013-11-08 ,2013-11-08 ,meetings  discussion  plan formation  prepariation of materials slides,7,,,1,55,3,3
195,195,2013-11-08 ,2013-11-08 ,strategy meetings  plan organize trainings,3,,,1,55,3,3
196,196,2013-11-08 ,2013-11-08 , ,2,,,1,208,1,1
197,197,2013-11-08 ,2013-11-08 ,Finalize HIS  PPD eHIS modeling,14,,,1,4,1,1
198,198,2013-11-08 ,2013-11-08 , ,4,,,1,211,1,1
199,199,2013-11-08 ,2013-11-08 , ,2,,,1,4,1,1
200,200,2013-11-08 ,2013-11-08 ,Ecriture et rédaction du rapport Congo Palu Urgence,7,,,1,3,7,7
201,201,2013-11-08 ,2013-11-08 ,Voyage Genève - Paris  Paris - Genève  Réunions à Paris  compilation des données  e-mails  réunions D-med,2.7,,,1,211,7,7
202,202,2013-11-08 ,2013-11-08 ,1 2 28 Janvier,3,,,1,208,7,7
203,203,2013-11-08 ,2013-11-08 , ,2,,,1,82,7,7
204,204,2013-11-08 ,2013-11-08 ,Coord DRC  reunions hebdo  présentation bilan 2012,7,,,1,211,29,29
205,205,2013-11-08 ,2013-11-08 ,Coordination  MAP,3,,,1,55,29,29
206,206,2013-11-08 ,2013-11-08 ,14  15  21-25,7,,,1,208,29,29
207,207,2013-11-08 ,2013-11-08 ,ToT organisé par  Isabelle,3,,,1,209,29,29
208,208,2013-11-08 ,2013-11-08 ,projet dndi en cours de montage,1,,,1,211,29,29
209,209,2013-11-08 ,2013-11-08 , ,0.5,,,1,67,29,29
210,210,2013-11-08 ,2013-11-08 , ,0.5,,,1,123,29,29
211,211,2013-11-08 ,2013-11-08 ,study follow up,7,,,1,83,49,46
212,212,2013-11-08 ,2013-11-08 ,Jan 2 (RTT Jan); Jan 3 (RTT F),2,,,1,208,49,46
213,213,2013-11-08 ,2013-11-08 ,drafting cost-effectiveness paper,5,,,1,44,49,46
214,214,2013-11-08 ,2013-11-08 ,data collection  development of costing tool,2,,,1,108,49,46
215,215,2013-11-08 ,2013-11-08 ,meetings  mails  proposal development ,4,,,1,211,49,46
216,216,2013-11-08 ,2013-11-08 ,2/1 10/1,2,,,1,208,17,17
217,217,2013-11-08 ,2013-11-08 ,Briefing  pre field work,10,,,1,68,17,17
218,218,2013-11-08 ,2013-11-08 ,Préliminaire data anlysis  Report and Submission abstract to IAS and CROI,10,,,1,67,17,17
219,219,2013-11-08 ,2013-11-08 ,Field support,8,,,2,68,17,17
220,220,2013-11-08 ,2013-11-08 ,Report,3,,,2,67,17,17
221,221,2013-11-08 ,2013-11-08 ,41312,1,,,2,208,17,17
222,222,2013-11-08 ,2013-11-08 ,Field support and visit,8,,,2,123,17,17
223,223,2013-11-08 ,2013-11-08 , ,1,,,1,7,33,33
224,224,2013-11-08 ,2013-11-08 , ,2,,,1,202,33,33
225,225,2013-11-08 ,2013-11-08 , ,1,,,1,199,33,33
226,226,2013-11-08 ,2013-11-08 , ,12,,,1,201,33,33
227,227,2013-11-08 ,2013-11-08 ,LE 2 ET LE 3 ,2,,,1,208,33,33
228,228,2013-11-08 ,2013-11-08 , ,2,,,1,211,33,33
229,229,2013-11-08 ,2013-11-08 , ,14.75,,,1,212,19,19
230,230,2013-11-08 ,2013-11-08 , ,4,,,1,72,25,25
231,231,2013-11-08 ,2013-11-08 , ,2,,,1,2,25,25
232,232,2013-11-08 ,2013-11-08 , ,9,,,1,87,25,25
233,233,2013-11-08 ,2013-11-08 ,hollidayfor MSF-B 01/01 + paid leave on 25/01,2,,,1,208,25,25
234,234,2013-11-08 ,2013-11-08 , ,5,,,1,211,25,25
235,235,2013-11-08 ,2013-11-08 ,ARTTM,1,,,1,208,45,43
236,236,2013-11-08 ,2013-11-08 , ,2,,,1,13,45,43
237,237,2013-11-08 ,2013-11-08 ,Framework Development (Soft et Hardware),4,,,1,211,45,43
238,238,2013-11-08 ,2013-11-08 ,Website (Ftp  Wiki  Epicentre Legagcy),4,,,1,211,45,43
239,239,2013-11-08 ,2013-11-08 ,Reunion,2.5,,,1,211,45,43
240,240,2013-11-08 ,2013-11-08 , ,1,,,1,62,45,43
241,241,2013-11-08 ,2013-11-08 , ,0.5,,,1,67,45,43
242,242,2013-11-08 ,2013-11-08 , ,0.5,,,1,68,45,43
243,243,2013-11-08 ,2013-11-08 , ,0.5,,,1,123,45,43
244,244,2013-11-08 ,2013-11-08 , ,3,,,1,74,45,43
245,245,2013-11-08 ,2013-11-08 , ,3,,,1,212,45,43
246,246,2013-11-08 ,2013-11-08 ,support discussion and mapping,1,,,1,6,24,24
247,247,2013-11-08 ,2013-11-08 ,2  3  31 (0 5 days),2.5,,,1,208,24,24
248,248,2013-11-08 ,2013-11-08 ,emails  meeting  phone calls  etc,4,,,1,211,24,24
249,249,2013-11-08 ,2013-11-08 ,Kalemi WHO-MoH Cholera meeting: oral cholera vaccine (Rebecca told me to use this code  since there is nothing for Kalemi),3.5,,,1,47,24,24
250,250,2013-11-08 ,2013-11-08 ,protocol development,4.5,,,1,144,24,24
251,251,2013-11-08 ,2013-11-08 ,protocol development,3,,,1,139,24,24
252,252,2013-11-08 ,2013-11-08 ,oral cholera vaccine in pregnant women: Guinea - code missing,3.5,,,1,173,24,24
253,253,2013-11-08 ,2013-11-08 ,RTTM/F,2,,,1,208,20,20
254,254,2013-11-08 ,2013-11-08 ,Realisations PPT et etude de cas,3,,,1,202,20,20
255,255,2013-11-08 ,2013-11-08 ,Briefing/preparation investigation rougeole,2,,,1,8,20,20
256,256,2013-11-08 ,2013-11-08 ,Investigation rougeole,10,,,1,8,20,20
257,257,2013-11-08 ,2013-11-08 ,Reponse reviewer PLoS,4,,,1,211,20,20
258,258,2013-11-08 ,2013-11-08 ,Mail  meetings  ect  ,1,,,1,211,20,20
259,259,2013-11-08 ,2013-11-08 ,Investigation rougeole,16,,,2,8,20,20
260,260,2013-11-08 ,2013-11-08 ,18 au 19 recup / 20 au 21 RTTM/F / 22 CP,5,,,2,208,20,20
261,261,2013-11-08 ,2013-11-08 ,Debriefing  mail  meetings  ect  ,3,,,2,211,20,20
262,262,2013-11-08 ,2013-11-08 ,Data collection  development of costing tool  meetings with MSF nut/finance/log referents,4,,,2,108,49,46
263,263,2013-11-08 ,2013-11-08 ,Study follow-up  database reviews  revision of formulaires,7,,,2,83,49,46
264,264,2013-11-08 ,2013-11-08 ,RTTM/F (14  15  18 feb),3,,,2,208,49,46
265,265,2013-11-08 ,2013-11-08 ,Meetings  mails  project/proposal development,4,,,2,211,49,46
266,266,2013-11-08 ,2013-11-08 ,Analysis plan   reminder   answering emails,2,,,2,171,30,30
267,267,2013-11-08 ,2013-11-08 ,RTT M 25 février / maladie absence 20 février,2,,,2,208,30,30
268,268,2013-11-08 ,2013-11-08 ,Follow up   meeting medical  ops department ,2,,,2,86,30,30
269,269,2013-11-08 ,2013-11-08 ,Presentation  Case study  meetings,11,,,2,202,30,30
270,270,2013-11-08 ,2013-11-08 ,Meetings  emails   etc,3,,,2,211,30,30
271,271,2013-11-08 ,2013-11-08 ,RTT M 1er février,1,,,2,208,34,34
272,272,2013-11-08 ,2013-11-08 ,Malaria Working group Barcelone 21-22,2,,,2,46,34,34
273,273,2013-11-08 ,2013-11-08 ,List of for eligible study sites  rapid analysis of field data  contact,8,,,2,73,34,34
274,274,2013-11-08 ,2013-11-08 ,Meeting and discussions  project efficacy of ASAQ and AL in South Sudan,6,,,2,211,34,34
275,275,2013-11-08 ,2013-11-08 ,Meetings  emails  bibliography ,3,,,2,177,34,34
276,276,2013-11-08 ,2013-11-08 ,Préparation RepEpi mars,7,,,2,194,40,39
277,277,2013-11-08 ,2013-11-08 ,preparation et pédago module vaccination,4,,,2,192,40,39
278,278,2013-11-08 ,2013-11-08 ,préparation RepEpi kampala,2.5,,,2,204,40,39
279,279,2013-11-08 ,2013-11-08 ,Formation data semaine médicale (3) et briefing rougeole (2),5,,,2,196,40,39
280,280,2013-11-08 ,2013-11-08 ,Réunions  etc,1.5,,,2,210,40,39
281,281,2013-11-08 ,2013-11-08 ,RTTM 1er février,1,,,2,208,21,21
282,282,2013-11-08 ,2013-11-08 ,mails  biblio  DP  divers,5,,,2,211,21,21
283,283,2013-11-08 ,2013-11-08 ,question from Cameroun  RCA,1.5,,,2,62,21,21
284,284,2013-11-08 ,2013-11-08 ,resttitution epiceoncept,0.5,,,2,125,21,21
285,285,2013-11-08 ,2013-11-08 ,protocole - sop - teleconf,4,,,2,148,21,21
286,286,2013-11-08 ,2013-11-08 ,préparation + 3 jours à Rennes (du 19 au 22),4,,,2,206,21,21
287,287,2013-11-08 ,2013-11-08 ,Stata net course NC151,4,,,2,209,21,21
288,288,2013-11-08 ,2013-11-08 ,Abstracts,2,,,2,44,11,11
289,289,2013-11-08 ,2013-11-08 ,RTTM,1,,,2,208,11,11
290,290,2013-11-08 ,2013-11-08 , ,2,,,2,43,11,11
291,291,2013-11-08 ,2013-11-08 ,Follow up   database reviews,2,,,2,83,11,11
292,292,2013-11-08 ,2013-11-08 , ,8.5,,,2,84,11,11
