project_id,project_name,country_id,country_code,country_name,region_id,region_code,region_name,place_id,place_code,place_name
19,C - Malaria - Niger - Niamey - SMC Explo - MSF-E -  -  -  -,10,NE,Niger,,,,,,
27,C - Malaria - RDC - Bas Uele - Malaria survey - MSF-CH -  -  -  -,1,CD,Congo - Kinshasa,,,,,,
11,C - Measles - DCR -  - Measles Eastern DRC 2013 intersectional  - MSF-F - MSF-B - MSF-CH -  -,1,CD,Congo - Kinshasa,,,,,,
28,C - Measles - Nigeria - Katsina - Post Measles Vaccination Coverage Survey - MSF-F -  -  -  -,12,NG,Nigeria,2105,NG-21,Katsina,80,Katsina,Katsina
8,C - Measles - RCA - Abba - Investigation - MSF-F -  -  -  -,4,CF,Central African Republic,420,CF-11,Nana-Mambere,74,Abba,Abba
7,C - Measles - RCA - Bangui/Carnot/Paoua - Measles CAR 2012 - MSF-F -  -  -  -,4,CF,Central African Republic,411,CF-02,Bangui,,,
7,C - Measles - RCA - Bangui/Carnot/Paoua - Measles CAR 2012 - MSF-F -  -  -  -,4,CF,Central African Republic,417,CF-08,Mambere-Kadei,,,
7,C - Measles - RCA - Bangui/Carnot/Paoua - Measles CAR 2012 - MSF-F -  -  -  -,4,CF,Central African Republic,423,CF-14,Ouham-Pende,,,
18,C - Mortality - Tchad - Tissi/Goz Beida - Retrospective mortality survey - MSF-F -  -  -  -,9,TD,Chad,2947,TD-19,Sila,78,Beida,Beida
18,C - Mortality - Tchad - Tissi/Goz Beida - Retrospective mortality survey - MSF-F -  -  -  -,9,TD,Chad,2947,TD-19,Sila,77,Tissi,Tissi
20,C - Nutrition - Burkina Faso -  - MUAC article writing - MSF-F -  -  -  -,11,BF,Burkina Faso,218,BF-07,Centre,79,Ouagadougou,Ouagadougou
10,C - Pest - Madagascar - Tana - Set up surveillance for plague in Tana  - MSF-F -  -  -  -,6,MG,Madagascar,1763,MG-01,Antananarivo,75,Antananarivo,Antananarivo
1,C - Pian - Congo - Betou - Enquete de prevalence - MSF-F -  -  -  -,132,CG,Congo - Brazzaville,545,CG-01,Bouenza,72,Betou,Betou
218,C - Surveillance - Uganda - Bundibugyo - DRC Refugees in Bundibugyo camp  - MSF-F -  -  -  -,13,UG,Uganda,3236,UG-05,Bundibugyo,84,Bundibugyo,Bundibugyo
25,C - VVS - RDC - Nord et Sud Kivu - Evaluation des programmes psycho-sociaux - CICR -  -  -  -,1,CD,Congo - Kinshasa,,,,,,
676,Cabinet medical Niger,10,NE,Niger,,,,,,
547,Calais Migrants,3,FR,France,,,,,,
848,Cambodia HCV Prevalence Survey 2018,19,KH,Cambodia,1511,KH-02,Batdambang,113,Moung Ruessei,Moung Ruessei
808,Capitalisation des resultats - Utilisation Paquets de soins Preventifs - Toutes sections - OCP,285,400,Undefined Countries,,,,,,
379,Carnot Mortalite retrospective 2014,4,CF,Central African Republic,,,,,,
645,Case-control study for the evaluation of the protective efficacy of SMC (NE120),10,NE,Niger,2084,NE-08,Zinder,38,NE-08-05,Magaria
1023,Case fatality risk among EVD cases in Butembo  DRC,1,CD,Congo - Kinshasa,543,CD-08,Kivu,110,Butembo,Butembo
342,Centre de recherche et d'enseignement sur les maladies tropicales negligees au Cameroun,45,CM,Cameroon,527,CM-02,Centre,105,Yaounde,Yaounde
339,Chad  Mortality  Refugees  CAR 2014,9,TD,Chad,,,,,,
871,Cholera- Surveillance & vacci cov-Hoima-Uganda-OCP-2018,13,UG,Uganda,3240,UG-09,Hoima,115,Hoima,Hoima
885,Cholera-Outbreak surveilance & Vacci coverage- Bauchi- Nigeria-2018-OCP,12,NG,Nigeria,2089,NG-05,Bauchi,116,Bauchi,Bauchi
375,Cholera  South Sudan  2014  OCP,5,SS,South Sudan,,,,,,
501,Cholera  Tanzania  Refugees  2015,80,TZ,Tanzania,,,,,,
551,Cholera RDT evaluation,285,400,Undefined Countries,,,,,,
864,Cholera RDT evaluation - study preparation (MI984),285,400,Undefined Countries,,,,,,
462,Cholera surveillance  Kenya  OCP,14,KE,Kenya,,,,,,
422,CIPHER,285,400,Undefined Countries,,,,,,
573,Clean Kids  OCP,10,NE,Niger,,,,,,
758,Cluster-randomized trial of ciprofloxacin as a response to a meningococcal meningitis epidemic,10,NE,Niger,,,,,,
186,Cluster randomized trial of IPTc strategies  Guekedou  Guinea,16,GN,Guinea,,,,,,
818,Cluster randomized trial on screening and treatment of children who are tuberulosis contacts (CAP-TB) -- Mbarara site,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
246,Co-administration of OCV and OPV : immunological and safety outcomes,1,CD,Congo - Kinshasa,,,,,,
521,CODE NON UTILISE,27,KG,Kyrgyzstan,,,,,,
475,Cohort neonates  South Sudan  Aweil  OCP,5,SS,South Sudan,2820,SS-05,North Bahr-al-Ghazal,44,SS-05-02,Aweil
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,120,AM-01,Aragatsotn,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,121,AM-02,Ararat,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,122,AM-03,Armavir,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,123,AM-04,Erevan,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,124,AM-05,Gegharkunik,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,125,AM-06,Kotayk,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,126,AM-07,Lori,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,127,AM-08,Shirak,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,128,AM-09,Syunik,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,129,AM-10,Tavush,,,
94,Cohort of paediatric MDR-TB contacts  Armenia,18,AM,Armenia,130,AM-11,Vayots Dzor,,,
582,Cohorte survivants ebola  OCP,46,LR,Liberia,1608,LR-11,Montserrado,28,LR-11-01,Monrovia
520,Cohorte survivants ebola  OCP,46,LR,Liberia,,,,,,
360,Collecte echantillon pasteur  Mali  OCP,8,ML,Mali,1893,ML-08,Sikasso,29,ML-08-01,Koutiala
359,Collecte echantillon pasteur  Mbarara  OCP,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
44,Communication scientifique,3,FR,France,,,,,,
954,Community-based mortality surveillance system  Bama  Borno State  Nigeria  OCP  2018,12,NG,Nigeria,2092,NG-08,Borno,102,Bama,Bama
1068,Community nut/mort surveillance Herat  Afghanistan,93,AF,Afghanistan,12,AF-12,Hirat,148,Herat,Herat
245,Community surveillance  Syria  MSF-F,32,SY,Syria,,,,,,
82,Community surveillance for the MSF-OCG malaria program  Guinea,16,GN,Guinea,,,,,,
417,Community surveillance redemption  Ebola  OCG,46,LR,Liberia,,,,,,
862,Comparison of Ultrasound versus Chest X-ray for TB diagnosis in Papua New Guinea,81,PG,Papua New Guinea,2377,PG-15,National Capital District,114,Port Moresby,Port Moresby
137,Completion and presentation of results of PSYCa3-6,,,,,,,,,
311,Completion of article on diarrheal disease in Niger,10,NE,Niger,2080,NE-04,Maradi,35,NE-04-02,Maradi
84,Completion of different malnutrition preventive stratgies trial  Niger,10,NE,Niger,,,,,,
81,Completion of Etiology of CNS infections in children  Mbarara,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
121,Completion of laboratory based evaluation of slides and filter-paper for TB-DST PCR,13,UG,Uganda,,,,,,
197,Conception d'une formation decentralisee,3,FR,France,,,,,,
198,Conception d'une formation evaluation rapide nutionelle  MSF-F,3,FR,France,898,FR-04,Ile-de-France,19,FR-04-02,Paris
842,consultant pool animation,285,400,Undefined Countries,,,,,,
40,Consultation envelope  MSF-OCA,285,400,Undefined Countries,,,,,,
37,Consultation envelope  MSF-OCB,83,BE,Belgium,194,BE-01,Bruxelles,5,BE-01-01,Bruxelles
39,Consultation envelope  MSF-OCBa,2,ES,Spain,845,ES-06,Cataluna,17,ES-06-01,Barcelona
38,Consultation envelope  MSF-OCG (XO400),76,CH,Switzerland,447,CH-08,Geneve,15,CH-08-01,Geneva
36,Consultation envelope  MSF-OCP,3,FR,France,898,FR-04,Ile-de-France,19,FR-04-02,Paris
35,Controle de qualite tests diagnostics rapides - MSF-OCP,285,400,Undefined Countries,,,,,,
481,Coordination de l'activite de formation du centre de recherche de Mbarara,13,UG,Uganda,,,,,,
108,Cost-effectiveness analyses of different programatic options for nutritional programs,,,,,,,,,
446,Cost-effectiveness analyses with different RUF  PATH,,,,,,,,,
563,Country & Mission to be defined later - Resomal and ORS and malnutrition - OCG - 2016,285,400,Undefined Countries,,,,,,
986,Couverture CPS Moissala Tchad 2018 OCP,9,TD,Chad,2941,TD-13,Mandoul,47,TD-13-01,Moissala
538,Couverture vaccinal Bangasso 2015  OCB,4,CF,Central African Republic,418,CF-09,Mbomou,90,Bangassou,Bangassou
357,Couverture vaccinale rougeole  Tchad  Mandalia  OCP  2014,9,TD,Chad,2932,TD-04,Chari-Baguirmi,86,Mandelia,Mandelia
423,Coverage Survey  MDM,3,FR,France,,,,,,
315,Coverage survey  Niger  MDM,10,NE,Niger,,,,,,
1006,Coverage survey for MoH oral cholera vaccination,10,NE,Niger,2080,NE-04,Maradi,81,Madarounfa,Madarounfa
389,Coverage survey OCV  Gambella  OCP,34,EG,Egypt,,,,,,
169,Cross-cultural validation of an outcome scale for mental health programs,24,CO,Colombia,,,,,,
169,Cross-cultural validation of an outcome scale for mental health programs,25,PS,Palestine  state of,,,,,,
88,Cross Sectional surveys for MSF-CH malaria program  Guinea,16,GN,Guinea,,,,,,
674,Data Analysis Yemen Review OCP,33,YE,Yemen,3532,YE-01,Adan,55,YE-01-01,Aden
474,Data extraction for Kenya trial  OCP,14,KE,Kenya,1455,KE-02,Bomet,,,
474,Data extraction for Kenya trial  OCP,14,KE,Kenya,1470,KE-17,Kisumu,,,
490,Decentralises - Afrique du Sud,3,FR,France,,,,,,
323,Decentralises - Belgique,83,BE,Belgium,,,,,,
326,Decentralises - Espagne,2,ES,Spain,,,,,,
324,Decentralises - Etat-Unis,30,US,United States,,,,,,
325,Decentralises - Suisse,76,CH,Switzerland,,,,,,
574,Decentralises Cameroun,45,CM,Cameroon,,,,,,
863,Decentralises Dubai,29,AE,United Arab Emirates,,,,,,
575,Decentralises Espagne,2,ES,Spain,,,,,,
854,Demandes courantes des missions,,,,,,,,,
706,Depenses batiment,3,FR,France,,,,,,
707,Depenses secretariat,3,FR,France,,,,,,
708,Depenses telecommunication,3,FR,France,,,,,,
709,Depenses transport hors projet,3,FR,France,,,,,,
783,Description de l'epidemie de cholera a Goma et evaluation du risque epidemique par aire de sante - RDC 2017,1,CD,Congo - Kinshasa,543,CD-08,Kivu,11,CD-08-06,Goma
742,Description de l'epidemie de rougeole au Tanganika - RDC 2017,1,CD,Congo - Kinshasa,541,CD-06,Katanga,9,CD-06-04,Tanganika
664,Description epidemiologique rougeole MSF OCG Katanga,1,CD,Congo - Kinshasa,541,CD-06,Katanga,141,Ankoro,Ankoro
664,Description epidemiologique rougeole MSF OCG Katanga,1,CD,Congo - Kinshasa,541,CD-06,Katanga,83,Kabalo,Kabalo
664,Description epidemiologique rougeole MSF OCG Katanga,1,CD,Congo - Kinshasa,541,CD-06,Katanga,142,Manono,Manono
171,Description of 5 OC activities using MSF typology,285,400,Undefined Countries,,,,,,
488,Description of pediatric patients presenting with signs of septic shock  Koutiala  Mali,8,ML,Mali,1893,ML-08,Sikasso,29,ML-08-01,Koutiala
1055,DESTRoy TB Mozambique,22,MZ,Mozambique,1962,MZ-06,Maputo,32,MZ-06-01,Maputo
136,Development and cross cultural validation of a screening tool for children aged 6 to 36 months (PSYCa 6-36),19,KH,Cambodia,,,,,,
136,Development and cross cultural validation of a screening tool for children aged 6 to 36 months (PSYCa 6-36),14,KE,Kenya,,,,,,
136,Development and cross cultural validation of a screening tool for children aged 6 to 36 months (PSYCa 6-36),13,UG,Uganda,,,,,,
228,Development and validation of pedagogic tools for monthly follow up of uncomplicated SAM by mothers,10,NE,Niger,,,,,,
439,Development of basic bacterio lab  BI,3,FR,France,,,,,,
1017,Development of database for Essential Emergency and Critical Care in IPD  Homa Bay  Kenya  OCP,14,KE,Kenya,1470,KE-17,Kisumu,136,Homa Bay,Homa Bay
879,Development of protocols for filovirus outbreak management with investigational products,285,400,Undefined Countries,,,,,,
107,Development of research proposal on MDR-TB trial (unitaid),,,,,,,,,
131,Development of surgical epidemiological projects for OCP's surgical program in Amman,23,JO,Jordan,,,,,,
1069,Diagnostic yield of Fujifilm TB-LAM in HIV-positive patients,,,,,,,,,
627,Documentation de la vaccination OCV au Malawi - Machinga district,15,MW,Malawi,2011,MW-12,Machinga,,,
627,Documentation de la vaccination OCV au Malawi - Machinga district,15,MW,Malawi,2023,MW-24,Phalombe,,,
627,Documentation de la vaccination OCV au Malawi - Machinga district,15,MW,Malawi,2027,MW-28,Zomba,,,
962,Documentation of cholera cases in Madarounfa  2018,,,,,,,,,
1039,Documentation of generative mechanism inside Ndhiwa project-Kenya,14,KE,Kenya,1461,KE-08,Homa Bay,112,Ndhiwa,Ndhiwa
367,Documentation of mortality among CAR Refugees in Cameroon,45,CM,Cameroon,,,,,,
368,Documentation of mortality among CAR Refugees in Chad,9,TD,Chad,,,,,,
631,Documentation of the preventive program in Madarounfa  Niger,10,NE,Niger,,,,,,
632,Documentation suivi et evaluation de la mise en place du vaccin OCV en Afrique,1,CD,Congo - Kinshasa,541,CD-06,Katanga,,,
632,Documentation suivi et evaluation de la mise en place du vaccin OCV en Afrique,1,CD,Congo - Kinshasa,542,CD-07,Kinshasa City,,,
632,Documentation suivi et evaluation de la mise en place du vaccin OCV en Afrique,1,CD,Congo - Kinshasa,543,CD-08,Kivu,,,
685,Documentation vaccination cholera Kinshasa  OMS,1,CD,Congo - Kinshasa,542,CD-07,Kinshasa City,10,CD-07-05,Kinshasa
923,DOUBLON 6 NE PAS UTILISER - Malawi  Chiradzulu  Monitoring of activities linked with the Cervix Cancer project - OCP,,,,,,,,,
956,DOUBLON NE PAS UTILISER - Community-based mortality surveillance system  Bama  Borno State  Nigeria  OCP  2018,,,,,,,,,
955,DOUBLON NE PAS UTILISER Community-based mortality surveillance system  Bama  Borno State  Nigeria  OCP  2018,,,,,,,,,
369,DRC  immunoprotection  OCV  8 month 14days  Kalemie  OCP,1,CD,Congo - Kinshasa,541,CD-06,Katanga,7,CD-06-02,Kalemie
178,Drug resistance TB cohort  Swaziland,17,SZ,Swaziland,,,,,,
480,Dystonic syndrome  RDC  OCG  2015,1,CD,Congo - Kinshasa,,,,,,
282,E-Response training course,285,400,Undefined Countries,,,,,,
966,Ebola  Epidemiologie terrain  Nord-Kivu  RDC  OCG  2018,1,CD,Congo - Kinshasa,543,CD-08,Kivu,110,Butembo,Butembo
957,Ebola  Epidemiologie terrain  Nord-Kivu  RDC  OCP  2018,1,CD,Congo - Kinshasa,543,CD-08,Kivu,66,Beni,Beni
378,Ebola  Guinea  OCB 2014,16,GN,Guinea,,,,,,
421,Ebola  Guinea  OCP,16,GN,Guinea,,,,,,
444,Ebola  Guinee  Nzerekore  ALIMA,16,GN,Guinea,,,,,,
377,Ebola  Liberia  OCG  2014,46,LR,Liberia,,,,,,
442,Ebola  Monrovia Evaluation  contact tracing  ACF,46,LR,Liberia,,,,,,
991,Ebola dashbord DRC,1,CD,Congo - Kinshasa,543,CD-08,Kivu,66,Beni,Beni
991,Ebola dashbord DRC,1,CD,Congo - Kinshasa,543,CD-08,Kivu,110,Butembo,Butembo
402,Ebola epi training  ebolataskforce  OCB,83,BE,Belgium,,,,,,
435,Ebola Freetown  mise en place de la collecte des donnees  OCG,60,SL,Sierra Leone,,,,,,
663,Ebola Initiative - Multiplex,285,400,Undefined Countries,,,,,,
668,Ebola Initiative data sharing platform,285,400,Undefined Countries,,,,,,
760,Ebola outbreak in DRC  support to vaccination with rVSV,1,CD,Congo - Kinshasa,,,,,,
400,Ebola preparedness in at risk countries  OCB,8,ML,Mali,,,,,,
1029,Ebola RCT Katwa (OCB),1,CD,Congo - Kinshasa,543,CD-08,Kivu,149,Katwa,Katwa
394,Ebola surveillance in non affected surrounding countries OCB,285,400,Undefined Countries,,,,,,
620,Ebola Survivor-Freetown-Monitoring-OCB,60,SL,Sierra Leone,,,,,,
388,Ebola task force  OCB,83,BE,Belgium,,,,,,
996,Ebola treatment RCT,1,CD,Congo - Kinshasa,543,CD-08,Kivu,66,Beni,Beni
996,Ebola treatment RCT,1,CD,Congo - Kinshasa,543,CD-08,Kivu,110,Butembo,Butembo
1067,Ecare evaluation (TIC XMT20),,,,,,,,,
993,Ecriture articles bacteriemie Koutiala et Mbarara,8,ML,Mali,,,,,,
993,Ecriture articles bacteriemie Koutiala et Mbarara,13,UG,Uganda,,,,,,
310,Effectiveness of current cholera effluent treatment practices: Are we doing more harm than good?,9,TD,Chad,,,,,,
87,Effectiveness of mass pneumococcal conjugate vaccination  Mbarara   BI Innovation Fund,13,UG,Uganda,3270,UG-39,Mbarara,52,UG-39-05,Mbarara
497,Effectiveness Same Day CD4 test / ART start  &  Analysis : Safe to stop CD4 count  UNITAID (via OCP),15,MW,Malawi,2003,MW-04,Chiradzulu,30,MW-04-01,Chiradzulu
778,Effectiveness Same Day CD4 test / ART start & Analysis : Safe to stop CD4 count - OCP,15,MW,Malawi,2003,MW-04,Chiradzulu,30,MW-04-01,Chiradzulu
794,Efficacite vaccinale du vaccin oral Euvichol - < Screening method>,7,HT,Haiti,1148,HT-10,Sud,22,HT-10-02,Port-a-Piment
963,Efficacy and safety of fexinidazole in patients with Tb rhodesiense HAT - DNDi WP1,15,MW,Malawi,,,,,,
963,Efficacy and safety of fexinidazole in patients with Tb rhodesiense HAT - DNDi WP1,13,UG,Uganda,,,,,,
74,Efficacy study AS-AQ et DHA-PPQ vs AM-LM for treatment of uncomplicated malaria in children,10,NE,Niger,,,,,,
290,EID in nut/ped programme- support baseline data,8,ML,Mali,,,,,,
985,Elearning OCG  2019,285,400,Undefined Countries,,,,,,
